"","null","com","Simpson","FunRao","FRed","FRic","FEve","FSpe","FDis","FDiv","FOri","Tax.rich"
"-224.751",2,"-224.75",0.783746019050707,0.452364753723686,0.331381265327021,0.615854,0.545308,0.554525244503842,0.530465674785282,0.742449,0.341338293153878,19
"-218.551",2,"-218.55",0.910845771508594,0.531122700504979,0.379723071003615,0.780488,0.736355,0.595253276541931,0.638190201193169,0.810726,0.367376239035638,24
"-213.81",2,"-213.8",0.660421995763804,0.339569989112925,0.320852006650879,0.534553,0.560854,0.551809010660162,0.462118845355521,0.968597,0.336966729459554,20
"-210.251",2,"-210.25",0.833910424493909,0.47131243593917,0.362597988554738,0.760163,0.431643,0.527050010833528,0.514110172295019,0.733114,0.352420248131246,22
"-204.91",2,"-204.9",0.585728136454668,0.390726507110834,0.195001629343834,0.729675,0.546875,0.654622884413732,0.562911359727525,0.863921,0.391891895079044,18
"-199.81",2,"-199.8",0.722783278150472,0.408731305446654,0.314051972703819,0.890244,0.663901,0.721035709928629,0.53485898586221,0.95142,0.473451479882723,22
"-196.71",2,"-196.7",0.696918146993849,0.362496090898197,0.334422056095652,0.817073,0.374507,0.47186582312611,0.383889201060091,0.841398,0.353309027421008,26
"-192.951",2,"-192.95",0.884202286391506,0.518976785418228,0.365225500973277,0.528455,0.583641,0.578347863931537,0.635367295445969,0.729761,0.384667562916379,18
"-188.751",2,"-188.75",0.592463902034211,0.318457440711683,0.274006461322528,0.857724,0.659482,0.616275397230478,0.405933060449856,0.609385,0.35122420085274,20
"-184.71",2,"-184.7",0.916761550229418,0.546290030696252,0.370471519533166,0.587398,0.598691,0.606509572757972,0.661580978949174,0.871804,0.367279627813816,23
"-180.551",2,"-180.55",0.902074170175018,0.501631552520927,0.400442617654091,0.727642,0.572854,0.569076644648178,0.563538631845314,0.781858,0.349746724638513,23
"-270.552",3,"-270.55",0.639663768640554,0.395194056431172,0.244469712209382,0.648374,0.511611,0.559051236680547,0.508115140347838,0.82919,0.34628229654753,23
"-266.952",3,"-266.95",0.638225353410085,0.363513468671093,0.274711884738992,0.772358,0.638057,0.513667978363488,0.438959813855018,0.612445,0.401247327258861,19
"-262.452",3,"-262.45",0.758730790335144,0.510055791226155,0.248674999108989,0.861789,0.440138,0.729309737316913,0.734706138849359,0.929815,0.426484751017666,22
"-257.12",3,"-257.1",0.811605449437908,0.543985963818937,0.267619485618971,0.886179,0.514653,0.663268964738647,0.734518877867842,0.818969,0.44913120175273,20
"-253.32",3,"-253.3",0.672294998150334,0.402718734595799,0.269576263554535,0.471545,0.558207,0.579163174813793,0.518375449768431,0.939386,0.379469647727668,20
"-251.92",3,"-251.9",0.837135026623189,0.480382182831987,0.356752843791203,0.778455,0.522924,0.636345736529946,0.557333125462008,0.819287,0.368036344820938,23
"-251.32",3,"-251.3",0.874969342957563,0.592153645729829,0.282815697227733,0.729675,0.594385,0.770542889933894,0.838544933759565,0.903147,0.527933644707285,20
"-250.052",3,"-250.05",0.468894151313241,0.271233591776375,0.197660559536866,0.697154,0.635832,0.46227014430542,0.334634393135269,0.597775,0.340494655328109,18
"-248.152",3,"-248.15",0.896696083053704,0.561454732816865,0.335241350236839,0.646341,0.747345,0.654242180953111,0.715750805401361,0.877639,0.450199669746811,17
"-246.152",3,"-246.15",0.87000479595929,0.463513274727968,0.406491521231322,0.420732,0.584307,0.560854359468009,0.54397378102189,0.861136,0.354890689783274,18
"-244.52",3,"-244.5",0.76514062223879,0.438500224105027,0.326640398133762,0.705285,0.691959,0.578068011576444,0.515154011989445,0.701927,0.336598911362374,18
"-242.852",3,"-242.85",0.700241463099246,0.386553020317801,0.313688442781445,0.504065,0.537253,0.633151738693742,0.455713610451028,0.815264,0.352487457342392,19
"-238.52",3,"-238.5",0.433109596149702,0.215986192529495,0.217123403620207,0.455285,0.570239,0.582574057096348,0.265856940479612,0.667197,0.391244325504543,18
"-233.252",3,"-233.25",0.872287230126762,0.502495690985103,0.369791539141659,0.924797,0.655662,0.541649448503145,0.572281237535009,0.69845,0.380883204260244,24
"-229.752",3,"-229.75",0.890254471297427,0.544159365404762,0.346095105892665,0.447154,0.683189,0.64549196207186,0.703793859219151,0.893899,0.376856952172381,14
"-224.752",3,"-224.75",0.656542987024779,0.385305360442408,0.271237626582371,0.660569,0.703798,0.473303657591223,0.454694559896628,0.69651,0.446515144594937,20
"-218.552",3,"-218.55",0.735371610004543,0.382492273374143,0.3528793366304,0.536585,0.511763,0.448548123476771,0.406627963655605,0.641547,0.416237015568294,16
"-213.82",3,"-213.8",0.686928684833792,0.325121709681956,0.361806975151835,0.682927,0.555694,0.481515353490732,0.343556680018747,0.677076,0.399518228558216,16
"-210.252",3,"-210.25",0.775380374005612,0.46398178762285,0.311398586382761,0.713415,0.49485,0.626135582747411,0.599238906589124,0.902324,0.349231675159401,20
"-204.92",3,"-204.9",0.683104210248101,0.34272638073206,0.340377829516041,0.79878,0.610467,0.472019546721292,0.398700642224037,0.526738,0.350549451087751,26
"-199.82",3,"-199.8",0.852963448894388,0.501827030450148,0.351136418444239,0.837398,0.55527,0.655049390347139,0.669551291636495,0.847715,0.37532604156919,21
"-196.72",3,"-196.7",0.841404258825791,0.468055025288502,0.373349233537289,0.760163,0.657204,0.549586499320793,0.55487151100948,0.821317,0.352052612878886,26
"-192.952",3,"-192.95",0.603063023383605,0.330225454390985,0.272837568992619,0.857724,0.426129,0.522352717879043,0.414462448405296,0.888021,0.341346281959473,23
"-188.752",3,"-188.75",0.790321367969736,0.522244633656307,0.26807673431343,0.841463,0.620266,0.709640021763653,0.743467036166468,0.829344,0.430733956798082,20
"-184.72",3,"-184.7",0.749722603570025,0.396045926638961,0.353676676931064,0.658537,0.605202,0.548609319364146,0.455361031199477,0.804016,0.356852647889055,19
"-180.552",3,"-180.55",0.909071797999547,0.499535786369278,0.409536011630269,0.642276,0.597614,0.632718059457477,0.581334561175281,0.802367,0.464762180873219,20
"-270.553",4,"-270.55",0.759556206436606,0.360695332187336,0.39886087424927,0.678862,0.524706,0.577103570319217,0.422278997636052,0.6543,0.338806277849395,20
"-266.953",4,"-266.95",0.4643759065834,0.30200628878508,0.16236961779832,0.691057,0.632094,0.661939558333949,0.43191223384871,0.934197,0.405077249431879,21
"-262.453",4,"-262.45",0.795197678398177,0.428835926890293,0.366361751507883,0.863821,0.472,0.502224571382753,0.507928295560297,0.631035,0.332111338599728,23
"-257.13",4,"-257.1",0.797338324978577,0.40883557889158,0.388502746086997,0.729675,0.654545,0.487971509488295,0.460082053871088,0.499556,0.348885751082448,20
"-253.33",4,"-253.3",0.744234925122534,0.454839369363497,0.289395555759036,0.859756,0.604728,0.740321922127561,0.61441050356383,0.886837,0.43539427500773,22
"-251.93",4,"-251.9",0.414245416525029,0.240122420274689,0.17412299625034,0.772358,0.553662,0.494388283616664,0.292032275080563,0.476886,0.342451106379032,22
"-251.33",4,"-251.3",0.817017541724728,0.431535826261843,0.385481715462884,0.888211,0.605167,0.504351165675543,0.466680407137475,0.698708,0.384156468358217,26
"-250.053",4,"-250.05",0.783181955524387,0.484486487889794,0.298695467634593,0.536585,0.542428,0.57589490220186,0.620629789476673,0.850397,0.397018857235334,19
"-248.153",4,"-248.15",0.674108830846884,0.293778949316802,0.380329881530082,0.414634,0.458207,0.458745372881872,0.296302784784355,0.707651,0.390596066814298,17
"-246.153",4,"-246.15",0.866033731235569,0.518536052374015,0.347497678861554,0.817073,0.632013,0.674429349524119,0.67349898421627,0.863678,0.387907070286697,24
"-244.53",4,"-244.5",0.905444102722666,0.505287709866103,0.400156392856563,0.628049,0.656797,0.60762339726454,0.58923227497719,0.735203,0.394154572019686,15
"-242.853",4,"-242.85",0.879265485158976,0.519551086563069,0.359714398595908,0.650407,0.597001,0.560999099993116,0.625740564291829,0.811786,0.334978132967768,20
"-238.53",4,"-238.5",0.744368582408003,0.351042277506351,0.393326304901652,0.321138,0.516574,0.625020435343574,0.434699376637325,0.909403,0.40234142528896,15
"-233.253",4,"-233.25",0.817693336076806,0.432229956423127,0.385463379653679,0.542683,0.54839,0.449669560658017,0.474775055955335,0.677976,0.364020216167857,20
"-229.753",4,"-229.75",0.87283051021037,0.494739411276086,0.378091098934284,0.522358,0.494745,0.587900381832733,0.594229072308743,0.86778,0.343825783998119,18
"-224.753",4,"-224.75",0.592056054087289,0.359493855909052,0.232562198178237,0.495935,0.473574,0.708562113798098,0.609557924704954,0.933718,0.429878059074287,18
"-218.553",4,"-218.55",0.835182599489187,0.532336019669997,0.30284657981919,0.745935,0.565667,0.677847620884189,0.717723368425806,0.918129,0.390039365501455,24
"-213.83",4,"-213.8",0.789964153899977,0.430656233470177,0.3593079204298,0.497967,0.54403,0.51558790769382,0.497834675663971,0.688954,0.328779373211443,18
"-210.253",4,"-210.25",0.894520629604957,0.500467638543608,0.394052991061349,0.79878,0.690394,0.531067923211806,0.560324874170603,0.757142,0.373801543904482,24
"-204.93",4,"-204.9",0.768247408357018,0.396454315355238,0.37179309300178,0.5,0.516133,0.587710827567955,0.518404380603843,0.835158,0.380967252229497,17
"-199.83",4,"-199.8",0.911854210700562,0.562802066675918,0.349052144024644,0.78252,0.51366,0.647048309644064,0.712741297552492,0.831791,0.409429474498657,19
"-196.73",4,"-196.7",0.75347070331221,0.463052987176806,0.290417716135404,0.752033,0.453871,0.594403889998711,0.588534027543393,0.736701,0.395087507048752,18
"-192.953",4,"-192.95",0.745653443425588,0.465142239191823,0.280511204233765,0.861789,0.554085,0.65931465180855,0.642285086531838,0.904802,0.426850353628681,21
"-188.753",4,"-188.75",0.834441914967858,0.532655839999772,0.301786074968086,0.914634,0.442375,0.694568190195178,0.71670845842845,0.836703,0.567152063355411,22
"-184.73",4,"-184.7",0.883018191270439,0.516010539433819,0.367007651836619,0.674797,0.587792,0.590807575456912,0.639334479616871,0.783102,0.35915264083359,16
"-180.553",4,"-180.55",0.922094371170145,0.583332441514328,0.338761929655817,0.71748,0.547754,0.670941503659703,0.746364249290866,0.892911,0.435893449032828,21
"-270.554",5,"-270.55",0.851242039491436,0.51228247129968,0.338959568191757,0.756098,0.604453,0.5835099138301,0.578456862917916,0.791907,0.393110121547393,20
"-266.954",5,"-266.95",0.564496905350048,0.312982225421324,0.251514679928724,0.674797,0.569624,0.613905350290124,0.448109678397635,0.891499,0.329018012027582,22
"-262.454",5,"-262.45",0.698337038276876,0.402214862653255,0.296122175623621,0.577236,0.705939,0.557099557759372,0.51533559298026,0.907484,0.342886438144408,18
"-257.14",5,"-257.1",0.861649429329606,0.488586025345702,0.373063403983905,0.46748,0.718625,0.533566495616068,0.574529467351442,0.788223,0.364802679541655,16
"-253.34",5,"-253.3",0.84355895647489,0.506668707697292,0.336890248777598,0.617886,0.27509,0.609724068280539,0.645338720503177,0.823484,0.320416378261548,20
"-251.94",5,"-251.9",0.766762530176381,0.515145749483837,0.251616780692545,0.544715,0.651269,0.752349338495368,0.749599939508915,0.908811,0.611561517312032,16
"-251.34",5,"-251.3",0.895611158750024,0.496500958973887,0.399110199776137,0.485772,0.549985,0.60505222507007,0.596013687169313,0.882531,0.342556783590383,23
"-250.054",5,"-250.05",0.790274922384518,0.465072809144413,0.325202113240105,0.900407,0.658586,0.624949071351194,0.589102815509021,0.658639,0.37012755363982,26
"-248.154",5,"-248.15",0.708258836444578,0.399296771638687,0.308962064805891,0.743902,0.517403,0.509446498836838,0.454478455795855,0.681611,0.37632355686931,18
"-246.154",5,"-246.15",0.895195173888656,0.470610927862595,0.424584246026061,0.355691,0.541151,0.528992566980593,0.509543812396889,0.728347,0.39670241723915,19
"-244.54",5,"-244.5",0.601428164987914,0.358337505767551,0.243090659220363,0.650407,0.620164,0.551541885509663,0.464825543327377,0.888669,0.347583331621794,22
"-242.854",5,"-242.85",0.764661471053272,0.447355132462176,0.317306338591095,0.843496,0.736094,0.645008049708473,0.58432662750109,0.910803,0.358755958641144,25
"-238.54",5,"-238.5",0.607423317591624,0.324866249499771,0.282557068091852,0.611789,0.40079,0.530453367993327,0.427789610584007,0.805262,0.320248607165332,17
"-233.254",5,"-233.25",0.713367067839644,0.381077377749187,0.332289690090458,0.617886,0.615632,0.56223340034549,0.485052531275723,0.861668,0.339511041000057,19
"-229.754",5,"-229.75",0.700002913843922,0.473348491535623,0.226654422308298,0.77439,0.585859,0.600694890624585,0.668670789292872,0.756258,0.389953049931649,20
"-224.754",5,"-224.75",0.616467181496577,0.333206327357292,0.283260854139285,0.534553,0.545889,0.504044141441989,0.420889845149032,0.884682,0.386649296011452,19
"-218.554",5,"-218.55",0.747423935338821,0.429021063746793,0.318402871592028,0.477642,0.627785,0.564689988687982,0.51548286375522,0.731706,0.368041372379176,19
"-213.84",5,"-213.8",0.847123336266524,0.535834012467583,0.311289323798941,0.656504,0.639672,0.624889971471643,0.700745977754912,0.819551,0.409131208990353,22
"-210.254",5,"-210.25",0.71653365850338,0.386628366114908,0.329905292388472,0.402439,0.520799,0.482357576121053,0.458116106675704,0.7611,0.377514135726858,17
"-204.94",5,"-204.9",0.393373813843555,0.217334790516864,0.176039023326691,0.628049,0.632553,0.583211359969802,0.263679573376203,0.706431,0.399904689362505,19
"-199.84",5,"-199.8",0.82022384855873,0.491991477055216,0.328232371503514,0.963415,0.611774,0.609500328090464,0.583421957954887,0.7521,0.390487872769138,23
"-196.74",5,"-196.7",0.644320239820578,0.345735166846868,0.29858507297371,0.430894,0.333706,0.421114194392352,0.412538885619966,0.645631,0.32472164922433,19
"-192.954",5,"-192.95",0.835654574947827,0.479333244056731,0.356321330891096,0.855691,0.543701,0.55520764578876,0.534773895543644,0.771765,0.431943678610398,21
"-188.754",5,"-188.75",0.807767998041818,0.462725964669058,0.34504203337276,0.615854,0.634855,0.555489205991669,0.549935587603124,0.760974,0.402913227323018,18
"-184.74",5,"-184.7",0.853223675520156,0.557276940687685,0.295946734832471,0.626016,0.64896,0.685830499735956,0.75530979021863,0.931568,0.408048652382005,22
"-180.554",5,"-180.55",0.707672342096784,0.298638375465489,0.409033966631295,0.512195,0.55113,0.504814987344753,0.300796396043705,0.712377,0.34460047698529,20
"-270.555",6,"-270.55",0.501922896019127,0.270696661933143,0.231226234085984,0.357724,0.622562,0.447359474561366,0.319662998825445,0.736924,0.327547825060451,18
"-266.955",6,"-266.95",0.784478125818427,0.408229867812998,0.376248258005429,0.900407,0.578614,0.638920821063551,0.486539108286509,0.758577,0.559712460501477,25
"-262.455",6,"-262.45",0.889222220669466,0.512039814710858,0.377182405958607,0.428862,0.707809,0.541769602491202,0.607973409966652,0.814257,0.371970994477633,14
"-257.15",6,"-257.1",0.82998783303755,0.507233632009645,0.322754201027905,0.719512,0.4891,0.603889368367983,0.638247691484054,0.780098,0.380950165668074,20
"-253.35",6,"-253.3",0.826627448634813,0.524942573906683,0.301684874728131,0.857724,0.546976,0.647491683719957,0.711179137983741,0.882877,0.458623572959084,22
"-251.95",6,"-251.9",0.61399471208685,0.347683465035063,0.266311247051787,0.497967,0.719716,0.611825394550462,0.449317297043464,0.747737,0.325624682101709,21
"-251.35",6,"-251.3",0.846407038447858,0.485310502989332,0.361096535458525,0.542683,0.646955,0.617973506098111,0.584240515167332,0.918307,0.387151879941447,21
"-250.055",6,"-250.05",0.765942717185277,0.459769812115754,0.306172905069523,0.636179,0.662173,0.669541365045924,0.601075422036774,0.898182,0.41048822026337,22
"-248.155",6,"-248.15",0.632117592085374,0.427959176379463,0.204158415705911,0.79878,0.56309,0.835540078039142,0.744063105675854,0.975317,0.436889693290767,20
"-246.155",6,"-246.15",0.91803013605178,0.531370318328153,0.386659817723626,0.54878,0.703305,0.613943355919231,0.64533813410972,0.867653,0.425140981654308,21
"-244.55",6,"-244.5",0.725540084799674,0.346183020844603,0.379357063955071,0.908537,0.594656,0.544468771869227,0.362914908051054,0.816256,0.451505061267039,26
"-242.855",6,"-242.85",0.775693561380328,0.450188669805492,0.325504891574836,0.670732,0.583968,0.504858009961095,0.527771075828093,0.676991,0.33052008892493,21
"-238.55",6,"-238.5",0.778755019218236,0.492580113993793,0.286174905224442,0.5,0.588076,0.620993603374144,0.653163449242215,0.898603,0.363978152150347,17
"-233.255",6,"-233.25",0.796379701037613,0.464336288884921,0.332043412152692,0.601626,0.453485,0.539533007995982,0.548183026402115,0.64038,0.396134145451544,15
"-229.755",6,"-229.75",0.621617389823186,0.420117286626712,0.201500103196475,0.754065,0.648768,0.691823143997906,0.625051217884367,0.905296,0.442073072923499,19
"-224.755",6,"-224.75",0.678539606774039,0.382713988165822,0.295825618608217,0.479675,0.443929,0.471758038422433,0.457249451540573,0.723837,0.328598170379457,17
"-218.555",6,"-218.55",0.883665695960208,0.519481307305038,0.36418438865517,0.666667,0.511463,0.567331792126944,0.621792801422837,0.77308,0.344344465775503,21
"-213.85",6,"-213.8",0.460582204775949,0.262288348486402,0.198293856289547,0.79065,0.569017,0.570783847643434,0.326325717154853,0.69519,0.340631832278214,20
"-210.255",6,"-210.25",0.818566134508904,0.549450433711844,0.26911570079706,0.908537,0.656921,0.792720744599101,0.786422204883187,0.911149,0.664442605717049,22
"-204.95",6,"-204.9",0.635033568832713,0.354735646832099,0.280297922000614,0.632114,0.523287,0.583801954679815,0.401888353403507,0.619312,0.34684955876048,17
"-199.85",6,"-199.8",0.916737821915844,0.543773451414661,0.372964370501182,0.634146,0.523984,0.605689427646096,0.660682950584324,0.856276,0.350011253429172,24
"-196.75",6,"-196.7",0.749855738160988,0.483523695573716,0.266332042587272,0.819106,0.562416,0.732316316862387,0.684809895611655,0.906424,0.412913657944001,20
"-192.955",6,"-192.95",0.725535508970633,0.455604381216768,0.269931127753865,0.593496,0.534358,0.627598652475041,0.621268692500413,0.919004,0.327297973288107,18
"-188.755",6,"-188.75",0.803274488525084,0.430427422481556,0.372847066043529,0.333333,0.430095,0.497368588511511,0.483897231674527,0.836886,0.402518184482545,16
"-184.75",6,"-184.7",0.355791261565132,0.176224956857589,0.179566304707542,0.636179,0.559303,0.447976574600772,0.186882363665321,0.742477,0.325932022488508,21
"-180.555",6,"-180.55",0.842938739321396,0.474989955271822,0.367948784049574,0.697154,0.732716,0.521596738612372,0.519377655976629,0.681915,0.460556217876161,22
"-270.556",7,"-270.55",0.677194522710109,0.363194896878071,0.313999625832039,0.747967,0.544616,0.477673601568508,0.416128300519243,0.684586,0.389271857148393,21
"-266.956",7,"-266.95",0.795090984198043,0.481494765586271,0.313596218611771,0.481707,0.629343,0.59263205205004,0.599686250277178,0.884992,0.374800818352578,18
"-262.456",7,"-262.45",0.888081227286486,0.540496492776498,0.347584734509988,0.786585,0.625863,0.673759955419464,0.697202461838399,0.855572,0.403344533588855,20
"-257.16",7,"-257.1",0.793699733033899,0.525607679952626,0.268092053081273,0.530488,0.641593,0.744691878481647,0.718865420878279,0.859525,0.626216058961561,17
"-253.36",7,"-253.3",0.620176599520974,0.382714624652069,0.237461974868905,0.676829,0.588175,0.515751084834196,0.500242035605928,0.599937,0.324465831461963,19
"-251.96",7,"-251.9",0.65568779079526,0.433946607216162,0.221741183579098,0.463415,0.57868,0.649996241658013,0.63212203128009,0.902068,0.413841308080693,18
"-251.36",7,"-251.3",0.833925893261803,0.45809100814665,0.375834885115153,0.477642,0.645246,0.571922592103125,0.567874697994103,0.914816,0.351015204759713,25
"-250.056",7,"-250.05",0.894068366808899,0.570891089899931,0.323177276908967,0.772358,0.637077,0.652353514791451,0.724880094048848,0.832596,0.468626118044837,21
"-248.156",7,"-248.15",0.903128814309045,0.569201713723097,0.333927100585948,0.72561,0.689827,0.673794004505001,0.730246689097303,0.847977,0.396462746431188,18
"-246.156",7,"-246.15",0.777405719034047,0.459890008083102,0.317515710950945,0.74187,0.591251,0.663011358246378,0.628769444288256,0.901141,0.348024554287479,19
"-244.56",7,"-244.5",0.854564538096866,0.488992894852068,0.365571643244798,0.75,0.632876,0.583867651968012,0.595159871922816,0.818301,0.36630390550171,22
"-242.856",7,"-242.85",0.705658068077235,0.448111630688832,0.257546437388402,0.5,0.594578,0.576419804303571,0.630894574342785,0.945558,0.360177444912764,26
"-238.56",7,"-238.5",0.798361628987589,0.438798405052348,0.359563223935241,0.414634,0.535954,0.582748656247756,0.542808037860189,0.928639,0.344940162541274,18
"-233.256",7,"-233.25",0.889454512100815,0.492609215554218,0.396845296546597,0.599593,0.6193,0.514864265055509,0.536338412555377,0.725841,0.398145086287359,20
"-229.756",7,"-229.75",0.678133217797109,0.398190181748337,0.279943036048772,0.615854,0.606324,0.531258311312995,0.468412876370175,0.822247,0.335914186913534,17
"-224.756",7,"-224.75",0.60946785466758,0.315185147160622,0.294282707506958,0.329268,0.440729,0.585496297330849,0.408696682377553,0.896644,0.328220329220982,16
"-218.556",7,"-218.55",0.65801171390644,0.400314297721096,0.257697416185344,0.544715,0.533629,0.710700845399724,0.538634027361262,0.948831,0.450504897484523,22
"-213.86",7,"-213.8",0.52796137720838,0.312644556546745,0.215316820661635,0.605691,0.512717,0.683748910600248,0.456053880259976,0.959401,0.396073539485438,23
"-210.256",7,"-210.25",0.816310861318124,0.463826703951373,0.352484157366751,0.656504,0.581734,0.519653042612434,0.52755207013798,0.715965,0.359461888908676,23
